sample_name,fastq1,fastq2,tech
sample_1__89identity_SARS_CoV_2,sample_1__89identity_SARS_CoV_2_1.fastq.gz,sample_1__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_2__89identity_SARS_CoV_2,sample_2__89identity_SARS_CoV_2_1.fastq.gz,sample_2__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_3__89identity_SARS_CoV_2,sample_3__89identity_SARS_CoV_2_1.fastq.gz,sample_3__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_4__89identity_SARS_CoV_2,sample_4__89identity_SARS_CoV_2_1.fastq.gz,sample_4__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_5__89identity_SARS_CoV_2,sample_5__89identity_SARS_CoV_2_1.fastq.gz,sample_5__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_6__89identity_SARS_CoV_2,sample_6__89identity_SARS_CoV_2_1.fastq.gz,sample_6__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_7__89identity_SARS_CoV_2,sample_7__89identity_SARS_CoV_2_1.fastq.gz,sample_7__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_8__89identity_SARS_CoV_2,sample_8__89identity_SARS_CoV_2_1.fastq.gz,sample_8__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_9__89identity_SARS_CoV_2,sample_9__89identity_SARS_CoV_2_1.fastq.gz,sample_9__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_10__89identity_SARS_CoV_2,sample_10__89identity_SARS_CoV_2_1.fastq.gz,sample_10__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_11__89identity_SARS_CoV_2,sample_11__89identity_SARS_CoV_2_1.fastq.gz,sample_11__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_12__89identity_SARS_CoV_2,sample_12__89identity_SARS_CoV_2_1.fastq.gz,sample_12__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_13__89identity_SARS_CoV_2,sample_13__89identity_SARS_CoV_2_1.fastq.gz,sample_13__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_14__89identity_SARS_CoV_2,sample_14__89identity_SARS_CoV_2_1.fastq.gz,sample_14__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_15__89identity_SARS_CoV_2,sample_15__89identity_SARS_CoV_2_1.fastq.gz,sample_15__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_16__89identity_SARS_CoV_2,sample_16__89identity_SARS_CoV_2_1.fastq.gz,sample_16__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_17__89identity_SARS_CoV_2,sample_17__89identity_SARS_CoV_2_1.fastq.gz,sample_17__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_18__89identity_SARS_CoV_2,sample_18__89identity_SARS_CoV_2_1.fastq.gz,sample_18__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_19__89identity_SARS_CoV_2,sample_19__89identity_SARS_CoV_2_1.fastq.gz,sample_19__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_20__89identity_SARS_CoV_2,sample_20__89identity_SARS_CoV_2_1.fastq.gz,sample_20__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_21__89identity_SARS_CoV_2,sample_21__89identity_SARS_CoV_2_1.fastq.gz,sample_21__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_22__89identity_SARS_CoV_2,sample_22__89identity_SARS_CoV_2_1.fastq.gz,sample_22__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_23__89identity_SARS_CoV_2,sample_23__89identity_SARS_CoV_2_1.fastq.gz,sample_23__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_24__89identity_SARS_CoV_2,sample_24__89identity_SARS_CoV_2_1.fastq.gz,sample_24__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_25__89identity_SARS_CoV_2,sample_25__89identity_SARS_CoV_2_1.fastq.gz,sample_25__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_26__89identity_SARS_CoV_2,sample_26__89identity_SARS_CoV_2_1.fastq.gz,sample_26__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_27__89identity_SARS_CoV_2,sample_27__89identity_SARS_CoV_2_1.fastq.gz,sample_27__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_28__89identity_SARS_CoV_2,sample_28__89identity_SARS_CoV_2_1.fastq.gz,sample_28__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_29__89identity_SARS_CoV_2,sample_29__89identity_SARS_CoV_2_1.fastq.gz,sample_29__89identity_SARS_CoV_2_2.fastq.gz,illumina
sample_30__89identity_SARS_CoV_2,sample_30__89identity_SARS_CoV_2_1.fastq.gz,sample_30__89identity_SARS_CoV_2_2.fastq.gz,illumina
