sample_name,fastq1,fastq2,tech
sample_1_c100_SARS_CoV_2,sample_1_c100_SARS_CoV_2_1.fastq.gz,sample_1_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_2_c100_SARS_CoV_2,sample_2_c100_SARS_CoV_2_1.fastq.gz,sample_2_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_3_c100_SARS_CoV_2,sample_3_c100_SARS_CoV_2_1.fastq.gz,sample_3_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_4_c100_SARS_CoV_2,sample_4_c100_SARS_CoV_2_1.fastq.gz,sample_4_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_5_c100_SARS_CoV_2,sample_5_c100_SARS_CoV_2_1.fastq.gz,sample_5_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_6_c100_SARS_CoV_2,sample_6_c100_SARS_CoV_2_1.fastq.gz,sample_6_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_7_c100_SARS_CoV_2,sample_7_c100_SARS_CoV_2_1.fastq.gz,sample_7_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_8_c100_SARS_CoV_2,sample_8_c100_SARS_CoV_2_1.fastq.gz,sample_8_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_9_c100_SARS_CoV_2,sample_9_c100_SARS_CoV_2_1.fastq.gz,sample_9_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_10_c100_SARS_CoV_2,sample_10_c100_SARS_CoV_2_1.fastq.gz,sample_10_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_11_c100_SARS_CoV_2,sample_11_c100_SARS_CoV_2_1.fastq.gz,sample_11_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_12_c100_SARS_CoV_2,sample_12_c100_SARS_CoV_2_1.fastq.gz,sample_12_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_13_c100_SARS_CoV_2,sample_13_c100_SARS_CoV_2_1.fastq.gz,sample_13_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_14_c100_SARS_CoV_2,sample_14_c100_SARS_CoV_2_1.fastq.gz,sample_14_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_15_c100_SARS_CoV_2,sample_15_c100_SARS_CoV_2_1.fastq.gz,sample_15_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_16_c100_SARS_CoV_2,sample_16_c100_SARS_CoV_2_1.fastq.gz,sample_16_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_17_c100_SARS_CoV_2,sample_17_c100_SARS_CoV_2_1.fastq.gz,sample_17_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_18_c100_SARS_CoV_2,sample_18_c100_SARS_CoV_2_1.fastq.gz,sample_18_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_19_c100_SARS_CoV_2,sample_19_c100_SARS_CoV_2_1.fastq.gz,sample_19_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_20_c100_SARS_CoV_2,sample_20_c100_SARS_CoV_2_1.fastq.gz,sample_20_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_21_c100_SARS_CoV_2,sample_21_c100_SARS_CoV_2_1.fastq.gz,sample_21_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_22_c100_SARS_CoV_2,sample_22_c100_SARS_CoV_2_1.fastq.gz,sample_22_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_23_c100_SARS_CoV_2,sample_23_c100_SARS_CoV_2_1.fastq.gz,sample_23_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_24_c100_SARS_CoV_2,sample_24_c100_SARS_CoV_2_1.fastq.gz,sample_24_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_25_c100_SARS_CoV_2,sample_25_c100_SARS_CoV_2_1.fastq.gz,sample_25_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_26_c100_SARS_CoV_2,sample_26_c100_SARS_CoV_2_1.fastq.gz,sample_26_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_27_c100_SARS_CoV_2,sample_27_c100_SARS_CoV_2_1.fastq.gz,sample_27_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_28_c100_SARS_CoV_2,sample_28_c100_SARS_CoV_2_1.fastq.gz,sample_28_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_29_c100_SARS_CoV_2,sample_29_c100_SARS_CoV_2_1.fastq.gz,sample_29_c100_SARS_CoV_2_2.fastq.gz,illumina
sample_30_c100_SARS_CoV_2,sample_30_c100_SARS_CoV_2_1.fastq.gz,sample_30_c100_SARS_CoV_2_2.fastq.gz,illumina
