sample_name,fastq1,fastq2,tech
sample_1__10snps_SARS_CoV_2,sample_1__10snps_SARS_CoV_2_1.fastq.gz,sample_1__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_2__10snps_SARS_CoV_2,sample_2__10snps_SARS_CoV_2_1.fastq.gz,sample_2__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_3__10snps_SARS_CoV_2,sample_3__10snps_SARS_CoV_2_1.fastq.gz,sample_3__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_4__10snps_SARS_CoV_2,sample_4__10snps_SARS_CoV_2_1.fastq.gz,sample_4__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_5__10snps_SARS_CoV_2,sample_5__10snps_SARS_CoV_2_1.fastq.gz,sample_5__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_6__10snps_SARS_CoV_2,sample_6__10snps_SARS_CoV_2_1.fastq.gz,sample_6__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_7__10snps_SARS_CoV_2,sample_7__10snps_SARS_CoV_2_1.fastq.gz,sample_7__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_8__10snps_SARS_CoV_2,sample_8__10snps_SARS_CoV_2_1.fastq.gz,sample_8__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_9__10snps_SARS_CoV_2,sample_9__10snps_SARS_CoV_2_1.fastq.gz,sample_9__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_10__10snps_SARS_CoV_2,sample_10__10snps_SARS_CoV_2_1.fastq.gz,sample_10__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_11__10snps_SARS_CoV_2,sample_11__10snps_SARS_CoV_2_1.fastq.gz,sample_11__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_12__10snps_SARS_CoV_2,sample_12__10snps_SARS_CoV_2_1.fastq.gz,sample_12__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_13__10snps_SARS_CoV_2,sample_13__10snps_SARS_CoV_2_1.fastq.gz,sample_13__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_14__10snps_SARS_CoV_2,sample_14__10snps_SARS_CoV_2_1.fastq.gz,sample_14__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_15__10snps_SARS_CoV_2,sample_15__10snps_SARS_CoV_2_1.fastq.gz,sample_15__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_16__10snps_SARS_CoV_2,sample_16__10snps_SARS_CoV_2_1.fastq.gz,sample_16__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_17__10snps_SARS_CoV_2,sample_17__10snps_SARS_CoV_2_1.fastq.gz,sample_17__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_18__10snps_SARS_CoV_2,sample_18__10snps_SARS_CoV_2_1.fastq.gz,sample_18__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_19__10snps_SARS_CoV_2,sample_19__10snps_SARS_CoV_2_1.fastq.gz,sample_19__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_20__10snps_SARS_CoV_2,sample_20__10snps_SARS_CoV_2_1.fastq.gz,sample_20__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_21__10snps_SARS_CoV_2,sample_21__10snps_SARS_CoV_2_1.fastq.gz,sample_21__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_22__10snps_SARS_CoV_2,sample_22__10snps_SARS_CoV_2_1.fastq.gz,sample_22__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_23__10snps_SARS_CoV_2,sample_23__10snps_SARS_CoV_2_1.fastq.gz,sample_23__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_24__10snps_SARS_CoV_2,sample_24__10snps_SARS_CoV_2_1.fastq.gz,sample_24__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_25__10snps_SARS_CoV_2,sample_25__10snps_SARS_CoV_2_1.fastq.gz,sample_25__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_26__10snps_SARS_CoV_2,sample_26__10snps_SARS_CoV_2_1.fastq.gz,sample_26__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_27__10snps_SARS_CoV_2,sample_27__10snps_SARS_CoV_2_1.fastq.gz,sample_27__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_28__10snps_SARS_CoV_2,sample_28__10snps_SARS_CoV_2_1.fastq.gz,sample_28__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_29__10snps_SARS_CoV_2,sample_29__10snps_SARS_CoV_2_1.fastq.gz,sample_29__10snps_SARS_CoV_2_2.fastq.gz,illumina
sample_30__10snps_SARS_CoV_2,sample_30__10snps_SARS_CoV_2_1.fastq.gz,sample_30__10snps_SARS_CoV_2_2.fastq.gz,illumina
