sample_name,fastq1,fastq2,tech
sample_1__80snps_SARS_CoV_2,sample_1__80snps_SARS_CoV_2_1.fastq.gz,sample_1__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_2__80snps_SARS_CoV_2,sample_2__80snps_SARS_CoV_2_1.fastq.gz,sample_2__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_3__80snps_SARS_CoV_2,sample_3__80snps_SARS_CoV_2_1.fastq.gz,sample_3__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_4__80snps_SARS_CoV_2,sample_4__80snps_SARS_CoV_2_1.fastq.gz,sample_4__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_5__80snps_SARS_CoV_2,sample_5__80snps_SARS_CoV_2_1.fastq.gz,sample_5__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_6__80snps_SARS_CoV_2,sample_6__80snps_SARS_CoV_2_1.fastq.gz,sample_6__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_7__80snps_SARS_CoV_2,sample_7__80snps_SARS_CoV_2_1.fastq.gz,sample_7__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_8__80snps_SARS_CoV_2,sample_8__80snps_SARS_CoV_2_1.fastq.gz,sample_8__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_9__80snps_SARS_CoV_2,sample_9__80snps_SARS_CoV_2_1.fastq.gz,sample_9__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_10__80snps_SARS_CoV_2,sample_10__80snps_SARS_CoV_2_1.fastq.gz,sample_10__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_11__80snps_SARS_CoV_2,sample_11__80snps_SARS_CoV_2_1.fastq.gz,sample_11__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_12__80snps_SARS_CoV_2,sample_12__80snps_SARS_CoV_2_1.fastq.gz,sample_12__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_13__80snps_SARS_CoV_2,sample_13__80snps_SARS_CoV_2_1.fastq.gz,sample_13__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_14__80snps_SARS_CoV_2,sample_14__80snps_SARS_CoV_2_1.fastq.gz,sample_14__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_15__80snps_SARS_CoV_2,sample_15__80snps_SARS_CoV_2_1.fastq.gz,sample_15__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_16__80snps_SARS_CoV_2,sample_16__80snps_SARS_CoV_2_1.fastq.gz,sample_16__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_17__80snps_SARS_CoV_2,sample_17__80snps_SARS_CoV_2_1.fastq.gz,sample_17__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_18__80snps_SARS_CoV_2,sample_18__80snps_SARS_CoV_2_1.fastq.gz,sample_18__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_19__80snps_SARS_CoV_2,sample_19__80snps_SARS_CoV_2_1.fastq.gz,sample_19__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_20__80snps_SARS_CoV_2,sample_20__80snps_SARS_CoV_2_1.fastq.gz,sample_20__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_21__80snps_SARS_CoV_2,sample_21__80snps_SARS_CoV_2_1.fastq.gz,sample_21__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_22__80snps_SARS_CoV_2,sample_22__80snps_SARS_CoV_2_1.fastq.gz,sample_22__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_23__80snps_SARS_CoV_2,sample_23__80snps_SARS_CoV_2_1.fastq.gz,sample_23__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_24__80snps_SARS_CoV_2,sample_24__80snps_SARS_CoV_2_1.fastq.gz,sample_24__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_25__80snps_SARS_CoV_2,sample_25__80snps_SARS_CoV_2_1.fastq.gz,sample_25__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_26__80snps_SARS_CoV_2,sample_26__80snps_SARS_CoV_2_1.fastq.gz,sample_26__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_27__80snps_SARS_CoV_2,sample_27__80snps_SARS_CoV_2_1.fastq.gz,sample_27__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_28__80snps_SARS_CoV_2,sample_28__80snps_SARS_CoV_2_1.fastq.gz,sample_28__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_29__80snps_SARS_CoV_2,sample_29__80snps_SARS_CoV_2_1.fastq.gz,sample_29__80snps_SARS_CoV_2_2.fastq.gz,illumina
sample_30__80snps_SARS_CoV_2,sample_30__80snps_SARS_CoV_2_1.fastq.gz,sample_30__80snps_SARS_CoV_2_2.fastq.gz,illumina
